2022/12/14 23:01:46,49.9846
2022/12/14 23:01:47,49.9838
2022/12/14 23:01:48,49.9831
2022/12/14 23:01:49,49.9804
2022/12/14 23:01:50,49.979
2022/12/14 23:01:51,49.9762
2022/12/14 23:01:52,49.9751
2022/12/14 23:01:53,49.9694
2022/12/14 23:01:54,49.9673
2022/12/14 23:01:55,49.9659
2022/12/14 23:01:56,49.9646
2022/12/14 23:01:57,49.9633
2022/12/14 23:01:58,49.9632
2022/12/14 23:01:59,49.9646
2022/12/14 23:02:00,49.9651
2022/12/14 23:02:01,49.9642
2022/12/14 23:02:02,49.9621
2022/12/14 23:02:03,49.9598
2022/12/14 23:02:04,49.9532
2022/12/14 23:02:05,49.9513
2022/12/14 23:02:06,49.95
2022/12/14 23:02:07,49.9508
2022/12/14 23:02:08,49.9528
2022/12/14 23:02:09,49.9547
2022/12/14 23:02:10,49.9556
2022/12/14 23:02:11,49.9542
2022/12/14 23:02:12,49.9538
2022/12/14 23:02:13,49.9478
2022/12/14 23:02:14,49.9437
2022/12/14 23:02:15,49.9426
2022/12/14 23:02:16,49.9446
2022/12/14 23:02:17,49.9478
2022/12/14 23:02:18,49.9513
2022/12/14 23:02:19,49.9531
2022/12/14 23:02:20,49.9544
2022/12/14 23:02:21,49.9541
2022/12/14 23:02:22,49.9553
2022/12/14 23:02:23,49.9521
2022/12/14 23:02:24,49.9487
2022/12/14 23:02:25,49.9459
2022/12/14 23:02:26,49.9477
2022/12/14 23:02:27,49.9497
2022/12/14 23:02:28,49.9523
2022/12/14 23:02:29,49.9555
2022/12/14 23:02:30,49.9555
2022/12/14 23:02:31,49.9571
2022/12/14 23:02:32,49.9569
2022/12/14 23:02:33,49.9583
2022/12/14 23:02:34,49.9559
2022/12/14 23:02:35,49.9558
2022/12/14 23:02:36,49.9558
2022/12/14 23:02:37,49.9566
2022/12/14 23:02:38,49.9578
2022/12/14 23:02:39,49.9591
2022/12/14 23:02:40,49.9594
2022/12/14 23:02:41,49.9587
2022/12/14 23:02:42,49.9593
2022/12/14 23:02:43,49.9593
2022/12/14 23:02:44,49.9593
2022/12/14 23:02:45,49.9614
2022/12/14 23:02:46,49.9643
2022/12/14 23:02:47,49.9661
2022/12/14 23:02:48,49.9662
2022/12/14 23:02:49,49.9643
2022/12/14 23:02:50,49.9632
2022/12/14 23:02:51,49.9606
2022/12/14 23:02:52,49.9549
2022/12/14 23:02:53,49.9544
2022/12/14 23:02:54,49.9549
2022/12/14 23:02:55,49.9557
2022/12/14 23:02:56,49.9573
2022/12/14 23:02:57,49.959
2022/12/14 23:02:58,49.9616
2022/12/14 23:02:59,49.9633
2022/12/14 23:03:00,49.9631
2022/12/14 23:03:01,49.9588
2022/12/14 23:03:02,49.9548
2022/12/14 23:03:03,49.9513
2022/12/14 23:03:04,49.9514
2022/12/14 23:03:05,49.9526
2022/12/14 23:03:06,49.9546
2022/12/14 23:03:07,49.9581
2022/12/14 23:03:08,49.9613
2022/12/14 23:03:09,49.9633
2022/12/14 23:03:10,49.965
2022/12/14 23:03:11,49.9658
2022/12/14 23:03:12,49.964
2022/12/14 23:03:13,49.9582
2022/12/14 23:03:14,49.954
2022/12/14 23:03:15,49.9541
2022/12/14 23:03:16,49.9549
2022/12/14 23:03:17,49.957
2022/12/14 23:03:18,49.9597
2022/12/14 23:03:19,49.962
2022/12/14 23:03:20,49.9632
2022/12/14 23:03:21,49.9648
2022/12/14 23:03:22,49.9643
2022/12/14 23:03:23,49.9644
2022/12/14 23:03:24,49.9643
2022/12/14 23:03:25,49.9589
2022/12/14 23:03:26,49.9542
2022/12/14 23:03:27,49.9525
2022/12/14 23:03:28,49.9531
2022/12/14 23:03:29,49.955
2022/12/14 23:03:30,49.9577
2022/12/14 23:03:31,49.9598
2022/12/14 23:03:32,49.9605
2022/12/14 23:03:33,49.961
2022/12/14 23:03:34,49.96
2022/12/14 23:03:35,49.9583
2022/12/14 23:03:36,49.9527
2022/12/14 23:03:37,49.9514
2022/12/14 23:03:38,49.9506
2022/12/14 23:03:39,49.9501
2022/12/14 23:03:40,49.9522
2022/12/14 23:03:41,49.9551
2022/12/14 23:03:42,49.9568
2022/12/14 23:03:43,49.9577
2022/12/14 23:03:44,49.9563
2022/12/14 23:03:45,49.9554
2022/12/14 23:03:46,49.9508
2022/12/14 23:03:47,49.9476
2022/12/14 23:03:48,49.9486
